Date,y,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
23/09/2018,644,1,16.4,66,0.1,2000,10,0,0,0,Autumn,Holiday,Yes
23/09/2018,489,2,16,72,1.3,2000,10.9,0,0,0,Autumn,Holiday,Yes
23/09/2018,334,3,15.8,70,0.8,2000,10.3,0,0,0,Autumn,Holiday,Yes
23/09/2018,202,4,16.2,69,0.7,2000,10.4,0,0,0,Autumn,Holiday,Yes
23/09/2018,106,5,16.3,67,0.8,2000,10.1,0,0,0,Autumn,Holiday,Yes
23/09/2018,144,6,16.5,73,1.2,2000,11.6,0,0,0,Autumn,Holiday,Yes
23/09/2018,261,7,16.5,74,0.4,2000,11.8,0,0,0,Autumn,Holiday,Yes
23/09/2018,439,8,17,69,1.2,2000,11.2,0.3,0,0,Autumn,Holiday,Yes
23/09/2018,534,9,18.4,59,1,1951,10.2,0.86,0,0,Autumn,Holiday,Yes
23/09/2018,620,10,19.3,59,0.2,2000,11,0.94,0,0,Autumn,Holiday,Yes
23/09/2018,764,11,20.1,57,3,1929,11.3,1.29,0,0,Autumn,Holiday,Yes
23/09/2018,915,12,20.8,52,1.2,1984,10.5,1.25,0,0,Autumn,Holiday,Yes
23/09/2018,1031,13,22.7,44,1.4,1913,9.8,1.77,0,0,Autumn,Holiday,Yes
23/09/2018,1136,14,24.2,40,1.2,1953,9.7,2.62,0,0,Autumn,Holiday,Yes
23/09/2018,1366,15,25,28,2.2,2000,5.2,2.39,0,0,Autumn,Holiday,Yes
23/09/2018,1502,16,24.6,29,4,1988,5.3,1.73,0,0,Autumn,Holiday,Yes
23/09/2018,1591,17,24.1,41,2.4,2000,10,1.17,0,0,Autumn,Holiday,Yes
23/09/2018,1492,18,22.3,53,2.7,2000,12.2,0.44,0,0,Autumn,Holiday,Yes
23/09/2018,1333,19,21,54,2.9,2000,11.3,0.01,0,0,Autumn,Holiday,Yes
23/09/2018,1287,20,20.2,48,3.3,2000,8.8,0,0,0,Autumn,Holiday,Yes
23/09/2018,1148,21,19.1,38,2.1,2000,4.4,0,0,0,Autumn,Holiday,Yes
23/09/2018,1074,22,18.5,40,2.5,2000,4.6,0,0,0,Autumn,Holiday,Yes
23/09/2018,768,23,17.7,45,1.1,2000,5.6,0,0,0,Autumn,Holiday,Yes
24/09/2018,620,0,17.2,50,1.7,2000,6.6,0,0,0,Autumn,Holiday,Yes
24/09/2018,426,1,16.8,53,2,2000,7.1,0,0,0,Autumn,Holiday,Yes
24/09/2018,302,2,16.1,57,0.7,2000,7.5,0,0,0,Autumn,Holiday,Yes
24/09/2018,216,3,15.5,63,0.3,2000,8.4,0,0,0,Autumn,Holiday,Yes
24/09/2018,141,4,14.9,68,0.9,2000,9,0,0,0,Autumn,Holiday,Yes
24/09/2018,105,5,14.4,66,0.3,2000,8.1,0,0,0,Autumn,Holiday,Yes
24/09/2018,141,6,14.3,66,0.5,2000,8,0,0,0,Autumn,Holiday,Yes
24/09/2018,205,7,14.7,61,2.1,2000,7.2,0.02,0,0,Autumn,Holiday,Yes
24/09/2018,296,8,15.4,52,2.2,1985,5.5,0.49,0,0,Autumn,Holiday,Yes
24/09/2018,310,9,17,43,2.1,1993,4.3,1.36,0,0,Autumn,Holiday,Yes
24/09/2018,426,10,18.5,38,3.3,2000,3.8,2.02,0,0,Autumn,Holiday,Yes
24/09/2018,588,11,19.4,31,4.1,1966,1.8,2.55,0,0,Autumn,Holiday,Yes
24/09/2018,754,12,20.3,34,2.6,2000,3.9,2.85,0,0,Autumn,Holiday,Yes
24/09/2018,885,13,20.9,30,3.5,2000,2.6,2.93,0,0,Autumn,Holiday,Yes
24/09/2018,1099,14,21.3,30,4.3,2000,3,2.78,0,0,Autumn,Holiday,Yes
24/09/2018,1273,15,21.8,32,3.3,2000,4.3,2.42,0,0,Autumn,Holiday,Yes
24/09/2018,1433,16,22,31,2.7,2000,4,1.87,0,0,Autumn,Holiday,Yes
24/09/2018,1442,17,21.6,32,3.1,2000,4.1,1.2,0,0,Autumn,Holiday,Yes
24/09/2018,1237,18,20.3,35,2.4,2000,4.3,0.46,0,0,Autumn,Holiday,Yes
24/09/2018,1280,19,18.6,54,2.7,2000,9,0.01,0,0,Autumn,Holiday,Yes
24/09/2018,1227,20,17.6,57,1.4,2000,8.9,0,0,0,Autumn,Holiday,Yes
24/09/2018,1145,21,16.8,58,1.2,2000,8.4,0,0,0,Autumn,Holiday,Yes
24/09/2018,958,22,16.6,47,3.9,2000,5.2,0,0,0,Autumn,Holiday,Yes
24/09/2018,750,23,15.7,51,0.4,2000,5.5,0,0,0,Autumn,Holiday,Yes
25/09/2018,558,0,14.7,55,1.6,2000,5.7,0,0,0,Autumn,Holiday,Yes
25/09/2018,408,1,13.8,60,0.8,2000,6.1,0,0,0,Autumn,Holiday,Yes
25/09/2018,292,2,13.4,62,0.2,2000,6.2,0,0,0,Autumn,Holiday,Yes
25/09/2018,222,3,12.7,67,0.5,2000,6.7,0,0,0,Autumn,Holiday,Yes
25/09/2018,157,4,12,69,0.5,2000,6.4,0,0,0,Autumn,Holiday,Yes
25/09/2018,105,5,11.5,70,0.5,2000,6.2,0,0,0,Autumn,Holiday,Yes
25/09/2018,132,6,11.2,70,0.9,2000,5.9,0,0,0,Autumn,Holiday,Yes
25/09/2018,262,7,10.8,72,0.9,2000,5.9,0.03,0,0,Autumn,Holiday,Yes
25/09/2018,440,8,12,61,1.3,1988,4.6,0.6,0,0,Autumn,Holiday,Yes
25/09/2018,542,9,15.3,49,1,2000,4.6,1.34,0,0,Autumn,Holiday,Yes
25/09/2018,667,10,18,44,1.3,1984,5.5,1.99,0,0,Autumn,Holiday,Yes
25/09/2018,853,11,20.1,40,1.6,1985,6,2.47,0,0,Autumn,Holiday,Yes
25/09/2018,1045,12,21.7,36,2,2000,5.9,2.78,0,0,Autumn,Holiday,Yes
25/09/2018,1309,13,22.9,30,2,2000,4.3,2.9,0,0,Autumn,Holiday,Yes
25/09/2018,1522,14,23.7,28,1.4,2000,4,2.77,0,0,Autumn,Holiday,Yes
25/09/2018,1747,15,24.1,26,1.6,2000,3.3,2.38,0,0,Autumn,Holiday,Yes
25/09/2018,1955,16,24.2,28,1.7,2000,4.5,1.86,0,0,Autumn,Holiday,Yes
25/09/2018,2033,17,22.9,33,1.4,2000,5.7,0.83,0,0,Autumn,Holiday,Yes
25/09/2018,1885,18,21.6,37,1,2000,6.2,0.24,0,0,Autumn,Holiday,Yes
25/09/2018,1608,19,20.3,39,0.6,2000,5.8,0,0,0,Autumn,Holiday,Yes
25/09/2018,1583,20,19.3,45,0.4,2000,7,0,0,0,Autumn,Holiday,Yes
25/09/2018,1565,21,18.5,48,1,2000,7.2,0,0,0,Autumn,Holiday,Yes
25/09/2018,1418,22,17.7,52,1,2000,7.7,0,0,0,Autumn,Holiday,Yes
25/09/2018,1042,23,17.4,49,1.2,2000,6.5,0,0,0,Autumn,Holiday,Yes
26/09/2018,880,0,17,51,1.5,2000,6.7,0,0,0,Autumn,No Holiday,Yes
26/09/2018,594,1,16.6,53,1.7,2000,6.9,0,0,0,Autumn,No Holiday,Yes
26/09/2018,453,2,16.6,54,1.5,2000,7.2,0,0,0,Autumn,No Holiday,Yes
26/09/2018,355,3,16.5,57,1.6,2000,7.9,0,0,0,Autumn,No Holiday,Yes
26/09/2018,222,4,16.4,59,1.7,2000,8.3,0,0,0,Autumn,No Holiday,Yes
26/09/2018,150,5,16.3,61,1.5,2000,8.7,0,0,0,Autumn,No Holiday,Yes
26/09/2018,230,6,16.3,62,2.1,2000,8.9,0,0,0,Autumn,No Holiday,Yes
26/09/2018,335,7,16.3,62,2,2000,8.9,0.01,0,0,Autumn,No Holiday,Yes
26/09/2018,598,8,16.7,60,2,2000,8.8,0.2,0,0,Autumn,No Holiday,Yes
26/09/2018,680,9,17.7,54,1.8,2000,8.2,0.63,0,0,Autumn,No Holiday,Yes
26/09/2018,923,10,19.4,47,2.3,2000,7.7,1.45,0,0,Autumn,No Holiday,Yes
26/09/2018,1152,11,20.5,42,2.1,1981,7.1,1.59,0,0,Autumn,No Holiday,Yes
26/09/2018,1358,12,22.5,37,1.8,2000,7,2.5,0,0,Autumn,No Holiday,Yes
26/09/2018,1686,13,23.4,34,2.1,2000,6.6,2.84,0,0,Autumn,No Holiday,Yes
26/09/2018,1972,14,24.1,33,1.3,2000,6.8,2.52,0,0,Autumn,No Holiday,Yes
26/09/2018,2170,15,24.7,35,1.2,2000,8.1,2.28,0,0,Autumn,No Holiday,Yes
26/09/2018,2270,16,24.4,35,1.8,2000,7.9,1.71,0,0,Autumn,No Holiday,Yes
26/09/2018,2349,17,23.6,38,1.4,2000,8.4,1.04,0,0,Autumn,No Holiday,Yes
26/09/2018,2339,18,22.1,45,1.5,2000,9.6,0.27,0,0,Autumn,No Holiday,Yes
26/09/2018,1937,19,20.7,46,1,2000,8.6,0.02,0,0,Autumn,No Holiday,Yes
26/09/2018,1653,20,20,46,2,2000,8,0,0,0,Autumn,No Holiday,Yes
26/09/2018,1529,21,18.9,43,2,2000,6,0,0,0,Autumn,No Holiday,Yes
26/09/2018,1249,22,18.1,43,1.7,2000,5.3,0,0,0,Autumn,No Holiday,Yes
26/09/2018,934,23,17.4,46,2.1,2000,5.6,0,0,0,Autumn,No Holiday,Yes
27/09/2018,770,0,16.7,50,1.7,2000,6.2,0,0,0,Autumn,No Holiday,Yes
27/09/2018,488,1,16.1,53,1.4,2000,6.5,0,0,0,Autumn,No Holiday,Yes
27/09/2018,326,2,15.7,53,1.4,2000,6.1,0,0,0,Autumn,No Holiday,Yes
27/09/2018,178,3,14.9,57,1.1,2000,6.4,0,0,0,Autumn,No Holiday,Yes
27/09/2018,151,4,14.4,58,1.1,2000,6.2,0,0,0,Autumn,No Holiday,Yes
27/09/2018,207,5,13.9,60,0.6,2000,6.2,0,0,0,Autumn,No Holiday,Yes
27/09/2018,589,6,13.4,61,0.8,2000,6,0,0,0,Autumn,No Holiday,Yes
27/09/2018,1364,7,13.2,60,0.5,2000,5.5,0.02,0,0,Autumn,No Holiday,Yes
27/09/2018,2129,8,14.8,51,1.1,2000,4.7,0.59,0,0,Autumn,No Holiday,Yes
27/09/2018,1120,9,17.7,48,1.5,2000,6.5,1.3,0,0,Autumn,No Holiday,Yes
27/09/2018,907,10,19.9,47,1.8,1989,8.2,1.93,0,0,Autumn,No Holiday,Yes
27/09/2018,1019,11,21.3,43,1.7,1998,8.2,2.42,0,0,Autumn,No Holiday,Yes
27/09/2018,1189,12,23.2,42,1.4,2000,9.5,2.73,0,0,Autumn,No Holiday,Yes
27/09/2018,1191,13,23,39,1.7,2000,8.2,2.28,0,0,Autumn,No Holiday,Yes
27/09/2018,1305,14,24.6,34,1.5,2000,7.6,2.74,0,0,Autumn,No Holiday,Yes
27/09/2018,1404,15,23.4,35,1.4,2000,7,1.39,0,0,Autumn,No Holiday,Yes
27/09/2018,1636,16,23.6,31,1.1,2000,5.4,1.37,0,0,Autumn,No Holiday,Yes
27/09/2018,2189,17,24.3,31,1.5,2000,6,1.17,0,0,Autumn,No Holiday,Yes
27/09/2018,3154,18,22.5,38,0.8,2000,7.4,0.31,0,0,Autumn,No Holiday,Yes
27/09/2018,2422,19,20.6,44,0.7,2000,7.9,0.01,0,0,Autumn,No Holiday,Yes
27/09/2018,2098,20,19.5,47,1.2,2000,7.8,0,0,0,Autumn,No Holiday,Yes
27/09/2018,1930,21,18.7,48,1.3,2000,7.4,0,0,0,Autumn,No Holiday,Yes
27/09/2018,1801,22,17.9,50,1,2000,7.3,0,0,0,Autumn,No Holiday,Yes
27/09/2018,1222,23,17.7,51,1.4,2000,7.4,0,0,0,Autumn,No Holiday,Yes
28/09/2018,0,0,17.1,52,1.4,2000,7.1,0,0,0,Autumn,No Holiday,No
28/09/2018,0,1,16.5,53,1.5,2000,6.8,0,0,0,Autumn,No Holiday,No
28/09/2018,0,2,16,56,1.5,2000,7.2,0,0,0,Autumn,No Holiday,No
28/09/2018,0,3,15.3,59,1.6,2000,7.3,0,0,0,Autumn,No Holiday,No
28/09/2018,0,4,14.7,62,1.5,2000,7.4,0,0,0,Autumn,No Holiday,No
28/09/2018,0,5,14.5,60,1.4,2000,6.8,0,0,0,Autumn,No Holiday,No
28/09/2018,0,6,14.4,61,1.2,2000,6.9,0,0,0,Autumn,No Holiday,No
28/09/2018,0,7,14.5,62,1.5,2000,7.2,0.03,0,0,Autumn,No Holiday,No
28/09/2018,0,8,15.2,58,1.7,2000,6.9,0.29,0,0,Autumn,No Holiday,No
28/09/2018,0,9,16.5,50,1.2,2000,6,0.66,0,0,Autumn,No Holiday,No
28/09/2018,0,10,17.4,51,1.3,1989,7.1,0.81,0,0,Autumn,No Holiday,No
28/09/2018,0,11,17.9,54,1.4,2000,8.4,0.73,0,0,Autumn,No Holiday,No
28/09/2018,0,12,19,52,1.2,2000,8.9,0.98,0,0,Autumn,No Holiday,No
28/09/2018,0,13,19.1,53,1.4,2000,9.2,0.76,0,0,Autumn,No Holiday,No
28/09/2018,0,14,19.4,53,1.4,2000,9.5,0.68,0,0,Autumn,No Holiday,No
28/09/2018,0,15,20.3,52,1.3,2000,10.1,1.15,0,0,Autumn,No Holiday,No
28/09/2018,0,16,21.9,46,1.2,1995,9.7,1.67,0,0,Autumn,No Holiday,No
28/09/2018,0,17,21.7,52,1.1,2000,11.4,0.79,0,0,Autumn,No Holiday,No
28/09/2018,0,18,20.4,56,1.7,2000,11.3,0.2,0,0,Autumn,No Holiday,No
28/09/2018,0,19,19.3,61,0.8,2000,11.5,0.01,0,0,Autumn,No Holiday,No
28/09/2018,0,20,18,67,0.7,2000,11.7,0,0,0,Autumn,No Holiday,No
28/09/2018,0,21,17.8,66,1.1,2000,11.3,0,0,0,Autumn,No Holiday,No
28/09/2018,0,22,17.1,70,1,2000,11.5,0,0,0,Autumn,No Holiday,No
28/09/2018,0,23,16.6,69,1,2000,10.8,0,0,0,Autumn,No Holiday,No
29/09/2018,1037,0,16.6,69,1,2000,10.8,0,0,0,Autumn,No Holiday,Yes
29/09/2018,982,1,16.2,71,0.9,2000,10.9,0,0,0,Autumn,No Holiday,Yes
29/09/2018,690,2,15.8,71,1.1,2000,10.5,0,0,0,Autumn,No Holiday,Yes
29/09/2018,493,3,15.5,73,1,2000,10.6,0,0,0,Autumn,No Holiday,Yes
29/09/2018,301,4,15.4,74,0.9,2000,10.7,0,0,0,Autumn,No Holiday,Yes
29/09/2018,208,5,15,77,0.5,2000,10.9,0,0,0,Autumn,No Holiday,Yes
29/09/2018,290,6,14.6,81,1,2000,11.3,0,0,0,Autumn,No Holiday,Yes
29/09/2018,513,7,14.7,76,0.8,2000,10.5,0.02,0,0,Autumn,No Holiday,Yes
29/09/2018,848,8,15.7,65,1.2,2000,9.1,0.54,0,0,Autumn,No Holiday,Yes
29/09/2018,1076,9,18.3,58,1.4,1958,9.8,1.24,0,0,Autumn,No Holiday,Yes
29/09/2018,1071,10,20.8,52,1.5,2000,10.5,1.88,0,0,Autumn,No Holiday,Yes
29/09/2018,1284,11,22.3,50,1.3,2000,11.3,2.36,0,0,Autumn,No Holiday,Yes
29/09/2018,1495,12,23.8,44,1.7,2000,10.8,2.66,0,0,Autumn,No Holiday,Yes
29/09/2018,1752,13,24.9,40,1.4,2000,10.3,2.75,0,0,Autumn,No Holiday,Yes
29/09/2018,1892,14,26.2,33,1.8,2000,8.6,2.62,0,0,Autumn,No Holiday,Yes
29/09/2018,2065,15,26.5,33,1.4,2000,8.9,2.25,0,0,Autumn,No Holiday,Yes
29/09/2018,2254,16,26.6,34,1.3,2000,9.4,1.69,0,0,Autumn,No Holiday,Yes
29/09/2018,2432,17,26.3,31,1,2000,7.8,1.03,0,0,Autumn,No Holiday,Yes
29/09/2018,2397,18,24.8,41,0.5,2000,10.6,0.33,0,0,Autumn,No Holiday,Yes
29/09/2018,2021,19,22.5,43,0.4,2000,9.2,0,0,0,Autumn,No Holiday,Yes
29/09/2018,1835,20,21.3,46,0.1,2000,9.2,0,0,0,Autumn,No Holiday,Yes
29/09/2018,1781,21,20.1,54,1.2,2000,10.4,0,0,0,Autumn,No Holiday,Yes
29/09/2018,1501,22,19.3,55,0.5,2000,10,0,0,0,Autumn,No Holiday,Yes
29/09/2018,1229,23,18.6,59,0.7,2000,10.4,0,0,0,Autumn,No Holiday,Yes
30/09/2018,0,0,18.1,60,0.2,2000,10.2,0,0,0,Autumn,No Holiday,No
30/09/2018,0,1,17.5,66,0.5,2000,11,0,0,0,Autumn,No Holiday,No
30/09/2018,0,2,17.3,68,0.7,2000,11.3,0,0,0,Autumn,No Holiday,No
30/09/2018,0,3,17,70,0.9,2000,11.4,0,0,0,Autumn,No Holiday,No
30/09/2018,0,4,16.6,73,0.3,2000,11.7,0,0,0,Autumn,No Holiday,No
30/09/2018,0,5,16.1,78,0.4,2000,12.2,0,0,0,Autumn,No Holiday,No
30/09/2018,0,6,15.5,80,0.4,2000,12,0,0,0,Autumn,No Holiday,No
30/09/2018,0,7,15.1,81,0.8,1939,11.8,0.03,0,0,Autumn,No Holiday,No
30/09/2018,0,8,16.2,69,1.1,2000,10.4,0.54,0,0,Autumn,No Holiday,No
30/09/2018,0,9,18.5,62,0.5,1847,11,1,0,0,Autumn,No Holiday,No
30/09/2018,0,10,20.7,62,1.3,1679,13.1,1.41,0,0,Autumn,No Holiday,No
30/09/2018,0,11,20.2,63,2.8,1195,12.9,1.25,0,0,Autumn,No Holiday,No
30/09/2018,0,12,20.8,47,3.1,1665,9,2,0,0,Autumn,No Holiday,No
30/09/2018,0,13,21.1,42,4.6,1954,7.6,2.74,0,0,Autumn,No Holiday,No
30/09/2018,0,14,21.1,32,4.4,1999,3.7,2.48,0,0,Autumn,No Holiday,No
30/09/2018,0,15,21.3,32,3.8,2000,3.9,2.31,0,0,Autumn,No Holiday,No
30/09/2018,0,16,21.2,28,3.2,2000,1.9,1.77,0,0,Autumn,No Holiday,No
30/09/2018,0,17,20.4,31,3.2,2000,2.6,1.06,0,0,Autumn,No Holiday,No
30/09/2018,0,18,18.3,34,3.3,2000,2.1,0.36,0,0,Autumn,No Holiday,No
30/09/2018,0,19,17.1,35,2.9,2000,1.4,0,0,0,Autumn,No Holiday,No
30/09/2018,0,20,16,39,2.9,2000,2,0,0,0,Autumn,No Holiday,No
30/09/2018,0,21,15.2,40,3,2000,1.6,0,0,0,Autumn,No Holiday,No
30/09/2018,0,22,14.6,46,2.2,2000,3,0,0,0,Autumn,No Holiday,No
30/09/2018,0,23,14.1,53,2.1,2000,4.6,0,0,0,Autumn,No Holiday,No
21/10/2018,848,0,11.2,62,0,1613,4.1,0,0,0,Autumn,No Holiday,Yes
21/10/2018,622,1,10.6,60,0.5,1642,3.1,0,0,0,Autumn,No Holiday,Yes
21/10/2018,428,2,9.8,63,0.6,1591,3,0,0,0,Autumn,No Holiday,Yes
21/10/2018,342,3,9.2,68,0.4,1538,3.5,0,0,0,Autumn,No Holiday,Yes
21/10/2018,206,4,8.8,71,0.9,1516,3.8,0,0,0,Autumn,No Holiday,Yes
21/10/2018,146,5,8.2,73,1.3,1305,3.6,0,0,0,Autumn,No Holiday,Yes
21/10/2018,172,6,7.6,75,0.6,1181,3.4,0,0,0,Autumn,No Holiday,Yes
21/10/2018,315,7,7.2,76,0.5,1113,3.2,0,0,0,Autumn,No Holiday,Yes
21/10/2018,534,8,7.9,67,1.1,1210,2.1,0.28,0,0,Autumn,No Holiday,Yes
21/10/2018,679,9,10.5,56,1.2,1741,2,0.98,0,0,Autumn,No Holiday,Yes
21/10/2018,936,10,13.4,46,0.8,1718,1.9,1.61,0,0,Autumn,No Holiday,Yes
21/10/2018,1055,11,16.8,38,1.5,1326,2.3,2.07,0,0,Autumn,No Holiday,Yes
21/10/2018,1417,12,18.4,28,1.9,1690,-0.4,2.33,0,0,Autumn,No Holiday,Yes
21/10/2018,1519,13,19.3,24,1.5,1745,-1.8,2.4,0,0,Autumn,No Holiday,Yes
21/10/2018,1642,14,20.1,23,2.3,1896,-1.7,2.23,0,0,Autumn,No Holiday,Yes
21/10/2018,1891,15,20.9,23,1.5,1892,-1,1.87,0,0,Autumn,No Holiday,Yes
21/10/2018,1976,16,20.2,24,2.5,1881,-1,1.31,0,0,Autumn,No Holiday,Yes
21/10/2018,1883,17,18.8,24,2.1,2000,-2.2,0.63,0,0,Autumn,No Holiday,Yes
21/10/2018,1618,18,16.2,41,1.4,1907,2.9,0.06,0,0,Autumn,No Holiday,Yes
21/10/2018,1464,19,14.9,46,1.4,1455,3.3,0,0,0,Autumn,No Holiday,Yes
21/10/2018,1306,20,13.8,52,1.6,1341,4,0,0,0,Autumn,No Holiday,Yes
21/10/2018,1158,21,13,49,1,1702,2.5,0,0,0,Autumn,No Holiday,Yes
21/10/2018,1025,22,12.2,57,0,1544,3.9,0,0,0,Autumn,No Holiday,Yes
21/10/2018,724,23,11.8,56,0,1655,3.2,0,0,0,Autumn,No Holiday,Yes
22/10/2018,623,0,11.4,56,0.2,1778,2.9,0,0,0,Autumn,No Holiday,Yes
22/10/2018,372,1,10.7,57,0.9,1828,2.5,0,0,0,Autumn,No Holiday,Yes
22/10/2018,253,2,10.5,57,0.2,1837,2.3,0,0,0,Autumn,No Holiday,Yes
22/10/2018,175,3,10.2,60,1,1796,2.7,0,0,0,Autumn,No Holiday,Yes
22/10/2018,110,4,10,62,0.6,1759,3,0,0,0,Autumn,No Holiday,Yes
22/10/2018,202,5,9.4,65,0.8,1659,3.1,0,0,0,Autumn,No Holiday,Yes
22/10/2018,513,6,9.2,65,0.8,1689,2.9,0,0,0,Autumn,No Holiday,Yes
22/10/2018,1244,7,8.9,67,0.8,1557,3,0,0,0,Autumn,No Holiday,Yes
22/10/2018,2111,8,9.7,58,0.6,1559,1.8,0.22,0,0,Autumn,No Holiday,Yes
22/10/2018,1104,9,11.9,50,1.1,1529,1.7,0.75,0,0,Autumn,No Holiday,Yes
22/10/2018,817,10,14.6,43,0.7,1339,2.1,1.35,0,0,Autumn,No Holiday,Yes
22/10/2018,941,11,16.7,37,0.7,1074,1.9,1.74,0,0,Autumn,No Holiday,Yes
22/10/2018,1034,12,18.2,34,1,758,2,2.03,0,0,Autumn,No Holiday,Yes
22/10/2018,1064,13,19.4,35,1.2,678,3.5,1.73,0,0,Autumn,No Holiday,Yes
22/10/2018,1122,14,20.6,30,2.2,839,2.3,1.69,0,0,Autumn,No Holiday,Yes
22/10/2018,1167,15,20.2,31,1.6,855,2.5,1.25,0,0,Autumn,No Holiday,Yes
22/10/2018,1464,16,19.7,34,1.6,688,3.3,0.88,0,0,Autumn,No Holiday,Yes
22/10/2018,1904,17,18.9,35,1.7,720,3,0.41,0,0,Autumn,No Holiday,Yes
22/10/2018,2613,18,17.3,43,0.9,783,4.5,0.08,0,0,Autumn,No Holiday,Yes
22/10/2018,1860,19,15.6,44,1.5,828,3.3,0,0,0,Autumn,No Holiday,Yes
22/10/2018,1593,20,14.5,51,1.4,751,4.4,0,0,0,Autumn,No Holiday,Yes
22/10/2018,1513,21,13.4,56,0.7,758,4.7,0,0,0,Autumn,No Holiday,Yes
22/10/2018,1360,22,12.7,60,0,680,5.1,0,0,0,Autumn,No Holiday,Yes
22/10/2018,916,23,12,59,0.4,685,4.2,0,0,0,Autumn,No Holiday,Yes
23/10/2018,726,0,11.6,61,0.7,673,4.3,0,0,0,Autumn,No Holiday,Yes
23/10/2018,547,1,11.1,62,0.2,666,4,0,0,0,Autumn,No Holiday,Yes
23/10/2018,356,2,10.6,68,0.9,603,4.9,0,0,0,Autumn,No Holiday,Yes
23/10/2018,243,3,10.1,70,1.1,606,4.8,0,0,0,Autumn,No Holiday,Yes
23/10/2018,170,4,10,73,0.9,622,5.3,0,0,0,Autumn,No Holiday,Yes
23/10/2018,193,5,10,73,0.5,593,5.3,0,0,0,Autumn,No Holiday,Yes
23/10/2018,456,6,9.9,75,1,560,5.6,0,0,0,Autumn,No Holiday,Yes
23/10/2018,839,7,10.4,71,0.6,557,5.3,0,0,0,Autumn,No Holiday,Yes
23/10/2018,1423,8,11,78,0.8,412,7.3,0.03,0,0,Autumn,No Holiday,Yes
23/10/2018,1026,9,11.7,77,0.8,394,7.7,0.25,0,0,Autumn,No Holiday,Yes
23/10/2018,735,10,13.8,65,1.1,475,7.3,1.06,0,0,Autumn,No Holiday,Yes
23/10/2018,81,11,13,70,5,989,7.6,0.5,0,0,Autumn,No Holiday,Yes
23/10/2018,363,12,11.5,90,1.2,973,9.9,0.06,5,0,Autumn,No Holiday,Yes
23/10/2018,652,13,13.5,82,0.8,962,10.4,1.33,0,0,Autumn,No Holiday,Yes
23/10/2018,837,14,15.1,71,0.9,973,9.8,1.62,0,0,Autumn,No Holiday,Yes
23/10/2018,1010,15,16.6,68,1.5,955,10.6,1.55,0,0,Autumn,No Holiday,Yes
23/10/2018,1294,16,16.1,70,1.3,898,10.6,0.83,0,0,Autumn,No Holiday,Yes
23/10/2018,1604,17,15.7,63,3.2,1118,8.6,0.39,0,0,Autumn,No Holiday,Yes
23/10/2018,2415,18,14.5,71,2.1,1235,9.2,0.06,0,0,Autumn,No Holiday,Yes
23/10/2018,1685,19,14,70,1.6,1265,8.6,0,0,0,Autumn,No Holiday,Yes
23/10/2018,1433,20,13.6,70,1.4,1392,8.2,0,0,0,Autumn,No Holiday,Yes
23/10/2018,1380,21,12.6,70,1.2,1425,7.2,0,0,0,Autumn,No Holiday,Yes
23/10/2018,1257,22,12.3,73,0.9,1392,7.5,0,0,0,Autumn,No Holiday,Yes
23/10/2018,876,23,11.2,78,0.5,802,7.4,0,0,0,Autumn,No Holiday,Yes
24/10/2018,708,0,10.8,80,1,1151,7.4,0,0,0,Autumn,No Holiday,Yes
24/10/2018,573,1,10.2,84,1.2,1036,7.6,0,0,0,Autumn,No Holiday,Yes
24/10/2018,371,2,9.5,87,1,919,7.4,0,0,0,Autumn,No Holiday,Yes
24/10/2018,249,3,9.4,85,1.6,983,6.9,0,0,0,Autumn,No Holiday,Yes
24/10/2018,162,4,9,87,0.6,972,6.9,0,0,0,Autumn,No Holiday,Yes
24/10/2018,164,5,8.5,87,1.2,1046,6.4,0,0,0,Autumn,No Holiday,Yes
24/10/2018,453,6,8.1,88,0.9,831,6.2,0,0,0,Autumn,No Holiday,Yes
24/10/2018,1165,7,7.8,90,0.6,763,6.2,0,0,0,Autumn,No Holiday,Yes
24/10/2018,2108,8,8.1,85,1.2,772,5.7,0.26,0,0,Autumn,No Holiday,Yes
24/10/2018,1151,9,10.1,72,1.1,728,5.2,0.9,0,0,Autumn,No Holiday,Yes
24/10/2018,811,10,13,63,0.9,854,6.1,1.5,0,0,Autumn,No Holiday,Yes
24/10/2018,940,11,15.7,53,1,1172,6.1,1.99,0,0,Autumn,No Holiday,Yes
24/10/2018,1126,12,16.8,48,1.6,1673,5.7,2.1,0,0,Autumn,No Holiday,Yes
24/10/2018,1106,13,17.2,43,2.3,1835,4.4,1.68,0,0,Autumn,No Holiday,Yes
24/10/2018,1150,14,17.6,39,2.5,1964,3.4,1.63,0,0,Autumn,No Holiday,Yes
24/10/2018,1161,15,18,40,3,1808,4.1,1.71,0,0,Autumn,No Holiday,Yes
24/10/2018,1492,16,18.2,42,1.3,1976,5,1.22,0,0,Autumn,No Holiday,Yes
24/10/2018,1904,17,17,47,2.2,1989,5.5,0.59,0,0,Autumn,No Holiday,Yes
24/10/2018,2612,18,15.1,53,1.7,2000,5.5,0.06,0,0,Autumn,No Holiday,Yes
24/10/2018,1827,19,13.9,61,1.9,2000,6.4,0,0,0,Autumn,No Holiday,Yes
24/10/2018,1556,20,13.1,63,0.4,2000,6.2,0,0,0,Autumn,No Holiday,Yes
